bundle_id,replicate,variant,review_duration,policy,agent_id,automatic_rejections,blocked_unresolved,case_id,family,initial_error,operational_loss,reviewed,service_failure_loss,staged,task_completed,wrong_transaction_committed,wrong_transaction_loss
stage6_05,2,approve_block,1,greedy,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,approve_block,2,search,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,search,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,search,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,approve_block,2,no_review,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,no_review,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,no_review,2,2,False,train:341,cancel,False,0,False,0,True,True,False,0
stage6_05,2,approve_block,2,fcfs,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,fcfs,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,fcfs,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,approve_block,2,edf,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,edf,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,edf,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,approve_block,2,uncertainty,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,uncertainty,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,uncertainty,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,approve_block,2,greedy,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,greedy,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,approve_block,2,greedy,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,1,search,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,search,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,search,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,1,no_review,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,no_review,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,no_review,2,2,False,train:341,cancel,False,0,False,0,True,True,False,0
stage6_05,2,complexity_time,1,fcfs,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,fcfs,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,fcfs,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,1,edf,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,edf,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,edf,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,1,uncertainty,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,uncertainty,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,uncertainty,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,1,greedy,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,greedy,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,1,greedy,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,2,search,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,search,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,search,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,2,no_review,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,no_review,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,no_review,2,2,False,train:341,cancel,False,0,False,0,True,True,False,0
stage6_05,2,complexity_time,2,fcfs,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,fcfs,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,fcfs,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,2,edf,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,edf,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,edf,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,2,uncertainty,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,uncertainty,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,uncertainty,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_05,2,complexity_time,2,greedy,0,10,False,train:174,return_exchange,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,greedy,1,9,False,train:455,modify,False,4,False,4,False,False,False,0
stage6_05,2,complexity_time,2,greedy,2,2,False,train:341,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,reference,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,reference,2,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,reference,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,reference,1,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,reference,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,reference,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,approve_block,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,approve_block,2,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,approve_block,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,approve_block,1,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,approve_block,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,approve_block,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,complexity_time,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,complexity_time,2,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,no_review,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,0,complexity_time,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,0,complexity_time,1,fcfs,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,edf,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,uncertainty,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,greedy,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,search,0,4,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,0,complexity_time,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,0,complexity_time,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,reference,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,reference,2,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,reference,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,reference,1,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,reference,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,reference,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,approve_block,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,approve_block,2,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,approve_block,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,approve_block,1,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,approve_block,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,approve_block,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,complexity_time,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,complexity_time,2,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,2,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,2,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,no_review,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,1,complexity_time,1,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,1,complexity_time,1,fcfs,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,fcfs,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,edf,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,edf,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,uncertainty,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,uncertainty,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,greedy,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,greedy,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,greedy,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,search,0,9,False,train:466,modify,False,4,False,4,False,False,False,0
stage6_06,1,complexity_time,1,search,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,1,complexity_time,1,search,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,2,reference,2,no_review,0,2,False,train:466,modify,True,8,False,4,True,False,True,4
stage6_06,2,reference,2,no_review,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,2,reference,2,no_review,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,2,reference,2,fcfs,0,2,False,train:466,modify,True,0,True,0,True,True,False,0
stage6_06,2,reference,2,fcfs,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
stage6_06,2,reference,2,fcfs,2,1,False,train:356,cancel,False,0,False,0,True,True,False,0
stage6_06,2,reference,2,edf,0,2,False,train:466,modify,True,0,True,0,True,True,False,0
stage6_06,2,reference,2,edf,1,1,False,train:177,return_exchange,False,0,False,0,True,True,False,0
stage6_06,2,reference,2,edf,2,1,False,train:356,cancel,False,0,True,0,True,True,False,0
stage6_06,2,reference,2,uncertainty,0,2,False,train:466,modify,True,0,True,0,True,True,False,0
stage6_06,2,reference,2,uncertainty,1,1,False,train:177,return_exchange,False,0,True,0,True,True,False,0
