id,baseline,budget,error_weight,loss_difference
MUL2347.json,depth3,2.0,8.0,0.0
MUL2358.json,depth3,2.0,8.0,0.0
MUL2359.json,depth3,2.0,8.0,0.0
MUL2365.json,depth3,2.0,8.0,0.0
MUL2378.json,depth3,2.0,8.0,0.0
MUL2423.json,depth3,2.0,8.0,0.0
MUL2427.json,depth3,2.0,8.0,0.0
MUL2432.json,depth3,2.0,8.0,0.0
MUL2439.json,depth3,2.0,8.0,0.0
MUL2442.json,depth3,2.0,8.0,0.0
MUL2457.json,depth3,2.0,8.0,0.0
MUL2466.json,depth3,2.0,8.0,0.0
MUL0099.json,generic2,2.0,8.0,0.0
MUL0810.json,generic2,2.0,8.0,0.0
MUL0814.json,generic2,2.0,8.0,0.0
MUL0821.json,generic2,2.0,8.0,0.0
MUL0822.json,generic2,2.0,8.0,0.0
MUL0838.json,generic2,2.0,8.0,0.0
MUL0841.json,generic2,2.0,8.0,0.0
MUL0842.json,generic2,2.0,8.0,0.0
MUL0845.json,generic2,2.0,8.0,0.0
MUL0869.json,generic2,2.0,8.0,0.0
MUL0881.json,generic2,2.0,8.0,0.0
MUL0890.json,generic2,2.0,8.0,0.0
MUL0896.json,generic2,2.0,8.0,0.0
MUL0912.json,generic2,2.0,8.0,0.0
MUL0937.json,generic2,2.0,8.0,0.0
MUL0939.json,generic2,2.0,8.0,0.0
MUL0941.json,generic2,2.0,8.0,0.0
MUL0947.json,generic2,2.0,8.0,0.0
MUL0978.json,generic2,2.0,8.0,0.0
MUL0992.json,generic2,2.0,8.0,0.0
MUL1008.json,generic2,2.0,8.0,0.0
MUL1015.json,generic2,2.0,8.0,0.0
MUL1045.json,generic2,2.0,8.0,0.0
MUL1055.json,generic2,2.0,8.0,0.0
MUL1060.json,generic2,2.0,8.0,0.0
MUL1071.json,generic2,2.0,8.0,0.0
MUL1076.json,generic2,2.0,8.0,0.0
MUL1088.json,generic2,2.0,8.0,0.0
MUL1117.json,generic2,2.0,8.0,0.0
MUL1137.json,generic2,2.0,8.0,0.0
MUL1139.json,generic2,2.0,8.0,0.0
MUL1159.json,generic2,2.0,8.0,0.0
MUL1392.json,generic2,2.0,8.0,0.0
MUL2316.json,generic2,2.0,8.0,0.0
MUL2317.json,generic2,2.0,8.0,0.0
MUL2320.json,generic2,2.0,8.0,0.0
MUL2347.json,generic2,2.0,8.0,0.0
MUL2358.json,generic2,2.0,8.0,0.0
MUL2359.json,generic2,2.0,8.0,0.0
MUL2365.json,generic2,2.0,8.0,0.0
MUL2378.json,generic2,2.0,8.0,0.0
MUL2423.json,generic2,2.0,8.0,0.0
MUL2427.json,generic2,2.0,8.0,0.0
MUL2432.json,generic2,2.0,8.0,0.0
MUL2439.json,generic2,2.0,8.0,0.0
MUL2442.json,generic2,2.0,8.0,0.0
MUL2457.json,generic2,2.0,8.0,0.0
MUL2466.json,generic2,2.0,8.0,0.0
MUL0099.json,no_scope,2.0,8.0,0.0
MUL0810.json,no_scope,2.0,8.0,0.0
MUL0814.json,no_scope,2.0,8.0,0.0
MUL0821.json,no_scope,2.0,8.0,0.0
MUL0822.json,no_scope,2.0,8.0,0.0
MUL0838.json,no_scope,2.0,8.0,0.0
MUL0841.json,no_scope,2.0,8.0,0.0
MUL0842.json,no_scope,2.0,8.0,0.0
MUL0845.json,no_scope,2.0,8.0,0.0
MUL0869.json,no_scope,2.0,8.0,0.0
MUL0881.json,no_scope,2.0,8.0,0.0
MUL0890.json,no_scope,2.0,8.0,0.0
MUL0896.json,no_scope,2.0,8.0,0.0
MUL0912.json,no_scope,2.0,8.0,0.0
MUL0937.json,no_scope,2.0,8.0,0.0
MUL0939.json,no_scope,2.0,8.0,0.0
MUL0941.json,no_scope,2.0,8.0,0.0
MUL0947.json,no_scope,2.0,8.0,0.0
MUL0978.json,no_scope,2.0,8.0,0.0
MUL0992.json,no_scope,2.0,8.0,0.0
MUL1008.json,no_scope,2.0,8.0,0.0
MUL1015.json,no_scope,2.0,8.0,0.0
MUL1045.json,no_scope,2.0,8.0,0.0
MUL1055.json,no_scope,2.0,8.0,0.0
MUL1060.json,no_scope,2.0,8.0,0.0
MUL1071.json,no_scope,2.0,8.0,0.0
MUL1076.json,no_scope,2.0,8.0,0.0
MUL1088.json,no_scope,2.0,8.0,0.0
MUL1117.json,no_scope,2.0,8.0,0.0
MUL1137.json,no_scope,2.0,8.0,0.0
MUL1139.json,no_scope,2.0,8.0,0.0
MUL1159.json,no_scope,2.0,8.0,0.0
MUL1392.json,no_scope,2.0,8.0,0.0
MUL2316.json,no_scope,2.0,8.0,0.0
MUL2317.json,no_scope,2.0,8.0,0.0
MUL2320.json,no_scope,2.0,8.0,0.0
MUL2347.json,no_scope,2.0,8.0,0.0
MUL2358.json,no_scope,2.0,8.0,0.0
MUL2359.json,no_scope,2.0,8.0,0.0
MUL2365.json,no_scope,2.0,8.0,0.0
MUL2378.json,no_scope,2.0,8.0,0.0
MUL2423.json,no_scope,2.0,8.0,0.0
MUL2427.json,no_scope,2.0,8.0,0.0
MUL2432.json,no_scope,2.0,8.0,0.0
MUL2439.json,no_scope,2.0,8.0,0.0
MUL2442.json,no_scope,2.0,8.0,0.0
MUL2457.json,no_scope,2.0,8.0,0.0
MUL2466.json,no_scope,2.0,8.0,0.0
MUL0099.json,request_specific,2.0,8.0,0.0
MUL0810.json,request_specific,2.0,8.0,0.0
MUL0814.json,request_specific,2.0,8.0,0.0
MUL0821.json,request_specific,2.0,8.0,0.0
MUL0822.json,request_specific,2.0,8.0,0.0
MUL0838.json,request_specific,2.0,8.0,0.0
MUL0841.json,request_specific,2.0,8.0,0.0
MUL0842.json,request_specific,2.0,8.0,0.0
MUL0845.json,request_specific,2.0,8.0,0.0
MUL0869.json,request_specific,2.0,8.0,0.0
MUL0881.json,request_specific,2.0,8.0,0.0
MUL0890.json,request_specific,2.0,8.0,0.0
MUL0896.json,request_specific,2.0,8.0,0.0
MUL0912.json,request_specific,2.0,8.0,0.0
MUL0937.json,request_specific,2.0,8.0,0.0
MUL0939.json,request_specific,2.0,8.0,0.0
MUL0941.json,request_specific,2.0,8.0,0.0
MUL0947.json,request_specific,2.0,8.0,0.0
MUL0978.json,request_specific,2.0,8.0,0.0
MUL0992.json,request_specific,2.0,8.0,0.0
MUL1008.json,request_specific,2.0,8.0,0.0
MUL1015.json,request_specific,2.0,8.0,0.0
MUL1045.json,request_specific,2.0,8.0,0.0
MUL1055.json,request_specific,2.0,8.0,0.0
MUL1060.json,request_specific,2.0,8.0,0.0
MUL1071.json,request_specific,2.0,8.0,0.0
MUL1076.json,request_specific,2.0,8.0,0.0
MUL1088.json,request_specific,2.0,8.0,0.0
MUL1117.json,request_specific,2.0,8.0,0.0
MUL1137.json,request_specific,2.0,8.0,0.0
MUL1139.json,request_specific,2.0,8.0,0.0
MUL1159.json,request_specific,2.0,8.0,0.0
MUL1392.json,request_specific,2.0,8.0,0.0
MUL2316.json,request_specific,2.0,8.0,0.0
MUL2317.json,request_specific,2.0,8.0,0.0
MUL2320.json,request_specific,2.0,8.0,0.0
MUL2347.json,request_specific,2.0,8.0,0.0
MUL2358.json,request_specific,2.0,8.0,0.0
MUL2359.json,request_specific,2.0,8.0,0.0
MUL2365.json,request_specific,2.0,8.0,0.0
MUL2378.json,request_specific,2.0,8.0,0.0
MUL2423.json,request_specific,2.0,8.0,0.0
MUL2427.json,request_specific,2.0,8.0,0.0
MUL2432.json,request_specific,2.0,8.0,0.0
MUL2439.json,request_specific,2.0,8.0,0.0
MUL2442.json,request_specific,2.0,8.0,0.0
MUL2457.json,request_specific,2.0,8.0,0.0
MUL2466.json,request_specific,2.0,8.0,0.0
MUL0099.json,ideal_depth2,2.0,8.0,0.0
MUL0810.json,ideal_depth2,2.0,8.0,4.5
MUL0814.json,ideal_depth2,2.0,8.0,1.0
MUL0821.json,ideal_depth2,2.0,8.0,0.5
MUL0822.json,ideal_depth2,2.0,8.0,1.0
MUL0838.json,ideal_depth2,2.0,8.0,1.0
MUL0841.json,ideal_depth2,2.0,8.0,1.0
MUL0842.json,ideal_depth2,2.0,8.0,1.0
MUL0845.json,ideal_depth2,2.0,8.0,0.0
MUL0869.json,ideal_depth2,2.0,8.0,1.0
MUL0881.json,ideal_depth2,2.0,8.0,1.0
MUL0890.json,ideal_depth2,2.0,8.0,1.0
MUL0896.json,ideal_depth2,2.0,8.0,1.0
MUL0912.json,ideal_depth2,2.0,8.0,1.0
MUL0937.json,ideal_depth2,2.0,8.0,0.0
MUL0939.json,ideal_depth2,2.0,8.0,0.0
MUL0941.json,ideal_depth2,2.0,8.0,1.0
MUL0947.json,ideal_depth2,2.0,8.0,1.0
MUL0978.json,ideal_depth2,2.0,8.0,0.0
MUL0992.json,ideal_depth2,2.0,8.0,1.0
MUL1008.json,ideal_depth2,2.0,8.0,1.0
MUL1015.json,ideal_depth2,2.0,8.0,1.0
MUL1045.json,ideal_depth2,2.0,8.0,1.0
MUL1055.json,ideal_depth2,2.0,8.0,1.0
MUL1060.json,ideal_depth2,2.0,8.0,1.0
MUL1071.json,ideal_depth2,2.0,8.0,1.0
MUL1076.json,ideal_depth2,2.0,8.0,1.0
MUL1088.json,ideal_depth2,2.0,8.0,1.0
MUL1117.json,ideal_depth2,2.0,8.0,1.0
MUL1137.json,ideal_depth2,2.0,8.0,1.0
MUL1139.json,ideal_depth2,2.0,8.0,1.0
MUL1159.json,ideal_depth2,2.0,8.0,1.0
MUL1392.json,ideal_depth2,2.0,8.0,1.0
MUL2316.json,ideal_depth2,2.0,8.0,1.0
MUL2317.json,ideal_depth2,2.0,8.0,1.0
MUL2320.json,ideal_depth2,2.0,8.0,0.0
MUL2347.json,ideal_depth2,2.0,8.0,1.0
MUL2358.json,ideal_depth2,2.0,8.0,0.0
MUL2359.json,ideal_depth2,2.0,8.0,1.0
MUL2365.json,ideal_depth2,2.0,8.0,1.0
MUL2378.json,ideal_depth2,2.0,8.0,0.0
MUL2423.json,ideal_depth2,2.0,8.0,1.0
MUL2427.json,ideal_depth2,2.0,8.0,1.0
MUL2432.json,ideal_depth2,2.0,8.0,1.0
MUL2439.json,ideal_depth2,2.0,8.0,0.0
MUL2442.json,ideal_depth2,2.0,8.0,1.0
MUL2457.json,ideal_depth2,2.0,8.0,1.0
MUL2466.json,ideal_depth2,2.0,8.0,0.0
MUL0099.json,one_step,4.0,8.0,0.0
MUL0810.json,one_step,4.0,8.0,-0.5
MUL0814.json,one_step,4.0,8.0,-2.0
MUL0821.json,one_step,4.0,8.0,-1.0
MUL0822.json,one_step,4.0,8.0,-2.0
MUL0838.json,one_step,4.0,8.0,-2.0
MUL0841.json,one_step,4.0,8.0,-1.0
MUL0842.json,one_step,4.0,8.0,-2.0
MUL0845.json,one_step,4.0,8.0,-1.0
MUL0869.json,one_step,4.0,8.0,-1.0
MUL0881.json,one_step,4.0,8.0,-2.0
MUL0890.json,one_step,4.0,8.0,-2.0
MUL0896.json,one_step,4.0,8.0,-1.0
MUL0912.json,one_step,4.0,8.0,-2.0
MUL0937.json,one_step,4.0,8.0,0.0
MUL0939.json,one_step,4.0,8.0,0.0
MUL0941.json,one_step,4.0,8.0,-1.0
MUL0947.json,one_step,4.0,8.0,-2.0
MUL0978.json,one_step,4.0,8.0,0.0
MUL0992.json,one_step,4.0,8.0,-2.0
MUL1008.json,one_step,4.0,8.0,-1.0
MUL1015.json,one_step,4.0,8.0,-1.0
MUL1045.json,one_step,4.0,8.0,0.0
MUL1055.json,one_step,4.0,8.0,0.0
MUL1060.json,one_step,4.0,8.0,-1.0
MUL1071.json,one_step,4.0,8.0,-1.0
MUL1076.json,one_step,4.0,8.0,-2.0
MUL1088.json,one_step,4.0,8.0,-1.0
MUL1117.json,one_step,4.0,8.0,-1.0
MUL1137.json,one_step,4.0,8.0,-2.0
MUL1139.json,one_step,4.0,8.0,-1.0
MUL1159.json,one_step,4.0,8.0,-2.0
MUL1392.json,one_step,4.0,8.0,0.0
MUL2316.json,one_step,4.0,8.0,-1.0
MUL2317.json,one_step,4.0,8.0,-1.0
MUL2320.json,one_step,4.0,8.0,0.0
MUL2347.json,one_step,4.0,8.0,-2.0
MUL2358.json,one_step,4.0,8.0,0.0
MUL2359.json,one_step,4.0,8.0,0.0
MUL2365.json,one_step,4.0,8.0,-1.0
MUL2378.json,one_step,4.0,8.0,0.0
MUL2423.json,one_step,4.0,8.0,-1.0
MUL2427.json,one_step,4.0,8.0,-2.0
MUL2432.json,one_step,4.0,8.0,-2.0
MUL2439.json,one_step,4.0,8.0,-1.0
MUL2442.json,one_step,4.0,8.0,-2.0
MUL2457.json,one_step,4.0,8.0,-2.0
MUL2466.json,one_step,4.0,8.0,0.0
MUL0099.json,semantic_memory,4.0,8.0,-1.0
MUL0810.json,semantic_memory,4.0,8.0,-4.5
MUL0814.json,semantic_memory,4.0,8.0,-1.5
MUL0821.json,semantic_memory,4.0,8.0,-0.5
MUL0822.json,semantic_memory,4.0,8.0,-0.5
MUL0838.json,semantic_memory,4.0,8.0,0.0
MUL0841.json,semantic_memory,4.0,8.0,0.0
MUL0842.json,semantic_memory,4.0,8.0,0.0
MUL0845.json,semantic_memory,4.0,8.0,-1.0
MUL0869.json,semantic_memory,4.0,8.0,0.0
MUL0881.json,semantic_memory,4.0,8.0,0.0
MUL0890.json,semantic_memory,4.0,8.0,-1.0
MUL0896.json,semantic_memory,4.0,8.0,-2.0
MUL0912.json,semantic_memory,4.0,8.0,0.0
MUL0937.json,semantic_memory,4.0,8.0,0.0
MUL0939.json,semantic_memory,4.0,8.0,0.0
MUL0941.json,semantic_memory,4.0,8.0,0.0
MUL0947.json,semantic_memory,4.0,8.0,-2.0
MUL0978.json,semantic_memory,4.0,8.0,0.0
MUL0992.json,semantic_memory,4.0,8.0,0.0
MUL1008.json,semantic_memory,4.0,8.0,-1.0
MUL1015.json,semantic_memory,4.0,8.0,0.0
MUL1045.json,semantic_memory,4.0,8.0,0.0
MUL1055.json,semantic_memory,4.0,8.0,0.0
MUL1060.json,semantic_memory,4.0,8.0,-2.0
MUL1071.json,semantic_memory,4.0,8.0,-1.0
MUL1076.json,semantic_memory,4.0,8.0,0.0
MUL1088.json,semantic_memory,4.0,8.0,-1.0
MUL1117.json,semantic_memory,4.0,8.0,0.0
MUL1137.json,semantic_memory,4.0,8.0,-0.5
MUL1139.json,semantic_memory,4.0,8.0,-1.5
MUL1159.json,semantic_memory,4.0,8.0,-1.0
MUL1392.json,semantic_memory,4.0,8.0,0.0
MUL2316.json,semantic_memory,4.0,8.0,0.0
MUL2317.json,semantic_memory,4.0,8.0,0.0
MUL2320.json,semantic_memory,4.0,8.0,0.0
MUL2347.json,semantic_memory,4.0,8.0,-1.5
MUL2358.json,semantic_memory,4.0,8.0,0.0
MUL2359.json,semantic_memory,4.0,8.0,1.0
MUL2365.json,semantic_memory,4.0,8.0,0.0
MUL2378.json,semantic_memory,4.0,8.0,0.0
MUL2423.json,semantic_memory,4.0,8.0,0.0
MUL2427.json,semantic_memory,4.0,8.0,0.0
MUL2432.json,semantic_memory,4.0,8.0,0.0
MUL2439.json,semantic_memory,4.0,8.0,-0.5
MUL2442.json,semantic_memory,4.0,8.0,-1.0
MUL2457.json,semantic_memory,4.0,8.0,0.0
MUL2466.json,semantic_memory,4.0,8.0,0.0
MUL0099.json,completion,4.0,8.0,0.0
MUL0810.json,completion,4.0,8.0,0.0
MUL0814.json,completion,4.0,8.0,-0.5
MUL0821.json,completion,4.0,8.0,0.0
MUL0822.json,completion,4.0,8.0,0.0
MUL0838.json,completion,4.0,8.0,-1.0
MUL0841.json,completion,4.0,8.0,0.0
MUL0842.json,completion,4.0,8.0,0.0
MUL0845.json,completion,4.0,8.0,0.0
MUL0869.json,completion,4.0,8.0,0.0
MUL0881.json,completion,4.0,8.0,-1.0
MUL0890.json,completion,4.0,8.0,-1.0
MUL0896.json,completion,4.0,8.0,0.0
MUL0912.json,completion,4.0,8.0,0.0
MUL0937.json,completion,4.0,8.0,0.0
MUL0939.json,completion,4.0,8.0,0.0
MUL0941.json,completion,4.0,8.0,0.0
MUL0947.json,completion,4.0,8.0,0.0
MUL0978.json,completion,4.0,8.0,0.0
MUL0992.json,completion,4.0,8.0,0.0
MUL1008.json,completion,4.0,8.0,0.0
MUL1015.json,completion,4.0,8.0,0.0
MUL1045.json,completion,4.0,8.0,1.0
MUL1055.json,completion,4.0,8.0,0.0
MUL1060.json,completion,4.0,8.0,0.0
MUL1071.json,completion,4.0,8.0,0.0
MUL1076.json,completion,4.0,8.0,0.0
MUL1088.json,completion,4.0,8.0,0.0
MUL1117.json,completion,4.0,8.0,0.0
MUL1137.json,completion,4.0,8.0,0.0
MUL1139.json,completion,4.0,8.0,0.0
MUL1159.json,completion,4.0,8.0,0.0
MUL1392.json,completion,4.0,8.0,0.0
MUL2316.json,completion,4.0,8.0,0.0
MUL2317.json,completion,4.0,8.0,0.0
MUL2320.json,completion,4.0,8.0,0.0
MUL2347.json,completion,4.0,8.0,0.0
MUL2358.json,completion,4.0,8.0,0.0
MUL2359.json,completion,4.0,8.0,1.0
MUL2365.json,completion,4.0,8.0,0.0
MUL2378.json,completion,4.0,8.0,0.0
MUL2423.json,completion,4.0,8.0,0.0
MUL2427.json,completion,4.0,8.0,-1.0
MUL2432.json,completion,4.0,8.0,-1.0
MUL2439.json,completion,4.0,8.0,0.0
MUL2442.json,completion,4.0,8.0,0.0
MUL2457.json,completion,4.0,8.0,0.0
MUL2466.json,completion,4.0,8.0,0.0
MUL0099.json,full_history,4.0,8.0,-2.0
MUL0810.json,full_history,4.0,8.0,-1.0
MUL0814.json,full_history,4.0,8.0,-2.0
MUL0821.json,full_history,4.0,8.0,-2.0
MUL0822.json,full_history,4.0,8.0,-2.0
MUL0838.json,full_history,4.0,8.0,-2.0
MUL0841.json,full_history,4.0,8.0,-1.0
MUL0842.json,full_history,4.0,8.0,-2.0
MUL0845.json,full_history,4.0,8.0,-2.0
MUL0869.json,full_history,4.0,8.0,-1.0
MUL0881.json,full_history,4.0,8.0,-2.0
MUL0890.json,full_history,4.0,8.0,-2.0
MUL0896.json,full_history,4.0,8.0,-1.0
MUL0912.json,full_history,4.0,8.0,-2.0
MUL0937.json,full_history,4.0,8.0,-1.0
MUL0939.json,full_history,4.0,8.0,-1.0
MUL0941.json,full_history,4.0,8.0,-1.0
MUL0947.json,full_history,4.0,8.0,-2.0
MUL0978.json,full_history,4.0,8.0,-5.0
MUL0992.json,full_history,4.0,8.0,-2.0
MUL1008.json,full_history,4.0,8.0,-1.0
MUL1015.json,full_history,4.0,8.0,-1.0
MUL1045.json,full_history,4.0,8.0,0.0
MUL1055.json,full_history,4.0,8.0,0.0
MUL1060.json,full_history,4.0,8.0,-2.0
MUL1071.json,full_history,4.0,8.0,-2.0
MUL1076.json,full_history,4.0,8.0,-2.0
MUL1088.json,full_history,4.0,8.0,-1.0
MUL1117.json,full_history,4.0,8.0,-1.0
MUL1137.json,full_history,4.0,8.0,-2.0
MUL1139.json,full_history,4.0,8.0,-2.0
MUL1159.json,full_history,4.0,8.0,-2.0
MUL1392.json,full_history,4.0,8.0,-1.0
MUL2316.json,full_history,4.0,8.0,-1.0
MUL2317.json,full_history,4.0,8.0,-1.0
MUL2320.json,full_history,4.0,8.0,-1.0
MUL2347.json,full_history,4.0,8.0,-2.0
MUL2358.json,full_history,4.0,8.0,-1.0
MUL2359.json,full_history,4.0,8.0,0.0
MUL2365.json,full_history,4.0,8.0,-1.0
MUL2378.json,full_history,4.0,8.0,-1.0
MUL2423.json,full_history,4.0,8.0,-1.0
MUL2427.json,full_history,4.0,8.0,-2.0
MUL2432.json,full_history,4.0,8.0,-2.0
MUL2439.json,full_history,4.0,8.0,-2.0
MUL2442.json,full_history,4.0,8.0,-2.0
MUL2457.json,full_history,4.0,8.0,-2.0
MUL2466.json,full_history,4.0,8.0,-1.0
MUL0099.json,depth3,4.0,8.0,0.0
MUL0810.json,depth3,4.0,8.0,0.0
MUL0814.json,depth3,4.0,8.0,0.0
MUL0821.json,depth3,4.0,8.0,0.0
MUL0822.json,depth3,4.0,8.0,0.0
MUL0838.json,depth3,4.0,8.0,0.0
MUL0841.json,depth3,4.0,8.0,0.0
MUL0842.json,depth3,4.0,8.0,0.0
MUL0845.json,depth3,4.0,8.0,0.0
MUL0869.json,depth3,4.0,8.0,0.0
MUL0881.json,depth3,4.0,8.0,0.0
MUL0890.json,depth3,4.0,8.0,0.0
MUL0896.json,depth3,4.0,8.0,0.0
MUL0912.json,depth3,4.0,8.0,0.0
MUL0937.json,depth3,4.0,8.0,0.0
MUL0939.json,depth3,4.0,8.0,0.0
MUL0941.json,depth3,4.0,8.0,0.0
MUL0947.json,depth3,4.0,8.0,0.0
MUL0978.json,depth3,4.0,8.0,0.0
MUL0992.json,depth3,4.0,8.0,0.0
MUL1008.json,depth3,4.0,8.0,0.0
MUL1015.json,depth3,4.0,8.0,0.0
MUL1045.json,depth3,4.0,8.0,1.0
MUL1055.json,depth3,4.0,8.0,0.0
MUL1060.json,depth3,4.0,8.0,0.0
MUL1071.json,depth3,4.0,8.0,0.0
MUL1076.json,depth3,4.0,8.0,0.0
MUL1088.json,depth3,4.0,8.0,0.0
MUL1117.json,depth3,4.0,8.0,0.0
MUL1137.json,depth3,4.0,8.0,0.0
MUL1139.json,depth3,4.0,8.0,0.0
MUL1159.json,depth3,4.0,8.0,0.0
MUL1392.json,depth3,4.0,8.0,1.0
MUL2316.json,depth3,4.0,8.0,0.0
MUL2317.json,depth3,4.0,8.0,0.0
MUL2320.json,depth3,4.0,8.0,0.0
MUL2347.json,depth3,4.0,8.0,0.0
MUL2358.json,depth3,4.0,8.0,0.0
MUL2359.json,depth3,4.0,8.0,1.0
MUL2365.json,depth3,4.0,8.0,0.0
MUL2378.json,depth3,4.0,8.0,0.0
MUL2423.json,depth3,4.0,8.0,0.0
MUL2427.json,depth3,4.0,8.0,0.0
MUL2432.json,depth3,4.0,8.0,0.0
MUL2439.json,depth3,4.0,8.0,0.0
MUL2442.json,depth3,4.0,8.0,0.0
MUL2457.json,depth3,4.0,8.0,0.0
MUL2466.json,depth3,4.0,8.0,0.0
MUL0099.json,generic2,4.0,8.0,0.0
MUL0810.json,generic2,4.0,8.0,0.0
MUL0814.json,generic2,4.0,8.0,0.0
MUL0821.json,generic2,4.0,8.0,0.0
MUL0822.json,generic2,4.0,8.0,0.0
MUL0838.json,generic2,4.0,8.0,0.0
MUL0841.json,generic2,4.0,8.0,0.0
MUL0842.json,generic2,4.0,8.0,0.0
MUL0845.json,generic2,4.0,8.0,0.0
MUL0869.json,generic2,4.0,8.0,0.0
MUL0881.json,generic2,4.0,8.0,0.0
MUL0890.json,generic2,4.0,8.0,0.0
MUL0896.json,generic2,4.0,8.0,0.0
MUL0912.json,generic2,4.0,8.0,0.0
MUL0937.json,generic2,4.0,8.0,0.0
MUL0939.json,generic2,4.0,8.0,0.0
MUL0941.json,generic2,4.0,8.0,0.0
MUL0947.json,generic2,4.0,8.0,0.0
MUL0978.json,generic2,4.0,8.0,0.0
MUL0992.json,generic2,4.0,8.0,0.0
MUL1008.json,generic2,4.0,8.0,0.0
MUL1015.json,generic2,4.0,8.0,0.0
MUL1045.json,generic2,4.0,8.0,0.0
MUL1055.json,generic2,4.0,8.0,0.0
MUL1060.json,generic2,4.0,8.0,0.0
MUL1071.json,generic2,4.0,8.0,0.0
MUL1076.json,generic2,4.0,8.0,0.0
MUL1088.json,generic2,4.0,8.0,0.0
MUL1117.json,generic2,4.0,8.0,0.0
MUL1137.json,generic2,4.0,8.0,0.0
MUL1139.json,generic2,4.0,8.0,0.0
MUL1159.json,generic2,4.0,8.0,0.0
MUL1392.json,generic2,4.0,8.0,0.0
MUL2316.json,generic2,4.0,8.0,0.0
MUL2317.json,generic2,4.0,8.0,0.0
MUL2320.json,generic2,4.0,8.0,0.0
MUL2347.json,generic2,4.0,8.0,0.0
MUL2358.json,generic2,4.0,8.0,0.0
MUL2359.json,generic2,4.0,8.0,0.0
MUL2365.json,generic2,4.0,8.0,0.0
MUL2378.json,generic2,4.0,8.0,0.0
MUL2423.json,generic2,4.0,8.0,0.0
MUL2427.json,generic2,4.0,8.0,0.0
MUL2432.json,generic2,4.0,8.0,0.0
MUL2439.json,generic2,4.0,8.0,0.0
MUL2442.json,generic2,4.0,8.0,0.0
MUL2457.json,generic2,4.0,8.0,0.0
MUL2466.json,generic2,4.0,8.0,0.0
MUL0099.json,no_scope,4.0,8.0,0.0
MUL0810.json,no_scope,4.0,8.0,0.0
MUL0814.json,no_scope,4.0,8.0,0.0
MUL0821.json,no_scope,4.0,8.0,0.0
MUL0822.json,no_scope,4.0,8.0,0.0
MUL0838.json,no_scope,4.0,8.0,0.0
MUL0841.json,no_scope,4.0,8.0,0.0
MUL0842.json,no_scope,4.0,8.0,0.0
MUL0845.json,no_scope,4.0,8.0,0.0
MUL0869.json,no_scope,4.0,8.0,0.0
MUL0881.json,no_scope,4.0,8.0,0.0
MUL0890.json,no_scope,4.0,8.0,0.0
MUL0896.json,no_scope,4.0,8.0,0.0
MUL0912.json,no_scope,4.0,8.0,0.0
MUL0937.json,no_scope,4.0,8.0,0.0
MUL0939.json,no_scope,4.0,8.0,0.0
MUL0941.json,no_scope,4.0,8.0,0.0
MUL0947.json,no_scope,4.0,8.0,0.0
MUL0978.json,no_scope,4.0,8.0,0.0
MUL0992.json,no_scope,4.0,8.0,0.0
MUL1008.json,no_scope,4.0,8.0,0.0
MUL1015.json,no_scope,4.0,8.0,0.0
MUL1045.json,no_scope,4.0,8.0,0.0
MUL1055.json,no_scope,4.0,8.0,0.0
MUL1060.json,no_scope,4.0,8.0,0.0
MUL1071.json,no_scope,4.0,8.0,0.0
MUL1076.json,no_scope,4.0,8.0,0.0
MUL1088.json,no_scope,4.0,8.0,0.0
MUL1117.json,no_scope,4.0,8.0,0.0
MUL1137.json,no_scope,4.0,8.0,0.0
MUL1139.json,no_scope,4.0,8.0,0.0
MUL1159.json,no_scope,4.0,8.0,0.0
MUL1392.json,no_scope,4.0,8.0,0.0
MUL2316.json,no_scope,4.0,8.0,0.0
MUL2317.json,no_scope,4.0,8.0,0.0
MUL2320.json,no_scope,4.0,8.0,0.0
MUL2347.json,no_scope,4.0,8.0,0.0
MUL2358.json,no_scope,4.0,8.0,0.0
MUL2359.json,no_scope,4.0,8.0,0.0
MUL2365.json,no_scope,4.0,8.0,0.0
MUL2378.json,no_scope,4.0,8.0,0.0
MUL2423.json,no_scope,4.0,8.0,0.0
MUL2427.json,no_scope,4.0,8.0,0.0
MUL2432.json,no_scope,4.0,8.0,0.0
MUL2439.json,no_scope,4.0,8.0,0.0
MUL2442.json,no_scope,4.0,8.0,0.0
MUL2457.json,no_scope,4.0,8.0,0.0
MUL2466.json,no_scope,4.0,8.0,0.0
MUL0099.json,request_specific,4.0,8.0,0.0
MUL0810.json,request_specific,4.0,8.0,0.0
MUL0814.json,request_specific,4.0,8.0,0.0
MUL0821.json,request_specific,4.0,8.0,0.0
MUL0822.json,request_specific,4.0,8.0,0.0
MUL0838.json,request_specific,4.0,8.0,0.0
MUL0841.json,request_specific,4.0,8.0,0.0
MUL0842.json,request_specific,4.0,8.0,0.0
MUL0845.json,request_specific,4.0,8.0,0.0
MUL0869.json,request_specific,4.0,8.0,0.0
MUL0881.json,request_specific,4.0,8.0,0.0
MUL0890.json,request_specific,4.0,8.0,0.0
MUL0896.json,request_specific,4.0,8.0,0.0
MUL0912.json,request_specific,4.0,8.0,0.0
MUL0937.json,request_specific,4.0,8.0,0.0
MUL0939.json,request_specific,4.0,8.0,0.0
MUL0941.json,request_specific,4.0,8.0,0.0
MUL0947.json,request_specific,4.0,8.0,0.0
MUL0978.json,request_specific,4.0,8.0,0.0
