seed,review_ticks,policy,tick,eligible_count,selected,search_greedy_disagreement,search_edf_disagreement,choice_fcfs,choice_uncertainty,choice_myopic,choice_greedy,choice_edf,choice_delay
309,2,delay,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
309,2,delay,4,0,,False,False,,,,,,
309,2,delay,5,0,,False,False,,,,,,
309,2,delay,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,2,delay,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,2,delay,10,0,,False,False,,,,,,
309,2,delay,11,0,,False,False,,,,,,
309,1,uncertainty,0,3,a0j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,uncertainty,1,2,a1j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
309,1,uncertainty,2,0,,False,False,,,,,,
309,1,uncertainty,3,0,,False,False,,,,,,
309,1,uncertainty,4,0,,False,False,,,,,,
309,1,uncertainty,5,0,,False,False,,,,,,
309,1,uncertainty,6,3,a2j1,False,True,a0j1,a2j1,a0j1,a0j1,a2j1,a0j1
309,1,uncertainty,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
309,1,uncertainty,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,1,uncertainty,9,0,,False,False,,,,,,
309,1,uncertainty,10,0,,False,False,,,,,,
309,1,uncertainty,11,0,,False,False,,,,,,
309,1,myopic,0,3,a2j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,myopic,1,2,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a1j0,a0j0
309,1,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
309,1,myopic,3,0,,False,False,,,,,,
309,1,myopic,4,0,,False,False,,,,,,
309,1,myopic,5,0,,False,False,,,,,,
309,1,myopic,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,1,myopic,7,2,a1j1,True,False,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
309,1,myopic,8,0,,False,False,,,,,,
309,1,myopic,9,0,,False,False,,,,,,
309,1,myopic,10,0,,False,False,,,,,,
309,1,myopic,11,0,,False,False,,,,,,
309,1,greedy,0,3,a2j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,greedy,1,2,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a1j0,a0j0
309,1,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
309,1,greedy,3,0,,False,False,,,,,,
309,1,greedy,4,0,,False,False,,,,,,
309,1,greedy,5,0,,False,False,,,,,,
309,1,greedy,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,1,greedy,7,2,a1j1,True,False,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
309,1,greedy,8,0,,False,False,,,,,,
309,1,greedy,9,0,,False,False,,,,,,
309,1,greedy,10,0,,False,False,,,,,,
309,1,greedy,11,0,,False,False,,,,,,
309,1,edf,0,3,a2j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,edf,1,2,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a1j0,a0j0
309,1,edf,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
309,1,edf,3,0,,False,False,,,,,,
309,1,edf,4,0,,False,False,,,,,,
309,1,edf,5,0,,False,False,,,,,,
309,1,edf,6,3,a2j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,1,edf,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
309,1,edf,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,1,edf,9,0,,False,False,,,,,,
309,1,edf,10,0,,False,False,,,,,,
309,1,edf,11,0,,False,False,,,,,,
309,1,delay,0,3,a1j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,delay,1,2,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
309,1,delay,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
309,1,delay,3,0,,False,False,,,,,,
309,1,delay,4,0,,False,False,,,,,,
309,1,delay,5,0,,False,False,,,,,,
309,1,delay,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a2j1,a0j1
309,1,delay,7,2,a2j1,True,False,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
309,1,delay,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
309,1,delay,9,0,,False,False,,,,,,
309,1,delay,10,0,,False,False,,,,,,
309,1,delay,11,0,,False,False,,,,,,
309,1,fcfs,0,3,a0j0,True,True,a0j0,a0j0,a2j0,a2j0,a2j0,a1j0
309,1,fcfs,1,2,a1j0,False,False,a1j0,a1j0,a2j0,a2j0,a2j0,a2j0
309,1,fcfs,2,0,,False,False,,,,,,
309,1,fcfs,3,0,,False,False,,,,,,
309,1,fcfs,4,0,,False,False,,,,,,
309,1,fcfs,5,0,,False,False,,,,,,
309,1,fcfs,6,3,a0j1,False,True,a0j1,a2j1,a0j1,a0j1,a2j1,a0j1
309,1,fcfs,7,2,a1j1,True,False,a1j1,a2j1,a1j1,a1j1,a2j1,a2j1
309,1,fcfs,8,0,,False,False,,,,,,
309,1,fcfs,9,0,,False,False,,,,,,
309,1,fcfs,10,0,,False,False,,,,,,
309,1,fcfs,11,0,,False,False,,,,,,
310,1,myopic,0,3,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,myopic,1,2,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
310,1,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
310,1,myopic,3,0,,False,False,,,,,,
310,1,myopic,4,0,,False,False,,,,,,
310,1,myopic,5,0,,False,False,,,,,,
310,1,myopic,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,myopic,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
310,1,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,myopic,9,0,,False,False,,,,,,
310,1,myopic,10,0,,False,False,,,,,,
310,1,myopic,11,0,,False,False,,,,,,
310,1,greedy,0,3,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,greedy,1,2,a2j0,False,False,a0j0,a0j0,a2j0,a2j0,a2j0,a2j0
310,1,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
310,1,greedy,3,0,,False,False,,,,,,
310,1,greedy,4,0,,False,False,,,,,,
310,1,greedy,5,0,,False,False,,,,,,
310,1,greedy,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,greedy,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
310,1,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,greedy,9,0,,False,False,,,,,,
310,1,greedy,10,0,,False,False,,,,,,
310,1,greedy,11,0,,False,False,,,,,,
310,1,edf,0,3,a2j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,edf,1,2,a1j0,True,True,a0j0,a0j0,a1j0,a1j0,a1j0,a0j0
310,1,edf,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
310,1,edf,3,0,,False,False,,,,,,
310,1,edf,4,0,,False,False,,,,,,
310,1,edf,5,0,,False,False,,,,,,
310,1,edf,6,3,a1j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,edf,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
310,1,edf,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,edf,9,0,,False,False,,,,,,
310,1,edf,10,0,,False,False,,,,,,
310,1,edf,11,0,,False,False,,,,,,
310,1,delay,0,3,a0j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,delay,1,2,a2j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
310,1,delay,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
310,1,delay,3,0,,False,False,,,,,,
310,1,delay,4,0,,False,False,,,,,,
310,1,delay,5,0,,False,False,,,,,,
310,1,delay,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,delay,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
310,1,delay,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,delay,9,0,,False,False,,,,,,
310,1,delay,10,0,,False,False,,,,,,
310,1,delay,11,0,,False,False,,,,,,
310,1,fcfs,0,3,a0j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,fcfs,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
310,1,fcfs,2,0,,False,False,,,,,,
310,1,fcfs,3,0,,False,False,,,,,,
310,1,fcfs,4,0,,False,False,,,,,,
310,1,fcfs,5,0,,False,False,,,,,,
310,1,fcfs,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,fcfs,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
310,1,fcfs,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,fcfs,9,0,,False,False,,,,,,
310,1,fcfs,10,0,,False,False,,,,,,
310,1,fcfs,11,0,,False,False,,,,,,
310,1,uncertainty,0,3,a0j0,True,True,a0j0,a0j0,a1j0,a1j0,a2j0,a0j0
310,1,uncertainty,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
310,1,uncertainty,2,0,,False,False,,,,,,
310,1,uncertainty,3,0,,False,False,,,,,,
310,1,uncertainty,4,0,,False,False,,,,,,
310,1,uncertainty,5,0,,False,False,,,,,,
310,1,uncertainty,6,3,a0j1,False,True,a0j1,a0j1,a0j1,a0j1,a1j1,a0j1
310,1,uncertainty,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
310,1,uncertainty,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,1,uncertainty,9,0,,False,False,,,,,,
310,1,uncertainty,10,0,,False,False,,,,,,
310,1,uncertainty,11,0,,False,False,,,,,,
310,2,greedy,0,3,a1j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
310,2,greedy,4,0,,False,False,,,,,,
310,2,greedy,5,0,,False,False,,,,,,
310,2,greedy,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,2,greedy,10,0,,False,False,,,,,,
310,2,greedy,11,0,,False,False,,,,,,
310,2,edf,0,3,a2j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,edf,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
310,2,edf,4,0,,False,False,,,,,,
310,2,edf,5,0,,False,False,,,,,,
310,2,edf,6,3,a1j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,edf,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
310,2,edf,10,0,,False,False,,,,,,
310,2,edf,11,0,,False,False,,,,,,
310,2,delay,0,3,a2j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,delay,2,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
310,2,delay,4,0,,False,False,,,,,,
310,2,delay,5,0,,False,False,,,,,,
310,2,delay,6,3,a1j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,delay,8,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
310,2,delay,10,0,,False,False,,,,,,
310,2,delay,11,0,,False,False,,,,,,
310,2,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,fcfs,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
310,2,fcfs,4,0,,False,False,,,,,,
310,2,fcfs,5,0,,False,False,,,,,,
310,2,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,fcfs,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,2,fcfs,10,0,,False,False,,,,,,
310,2,fcfs,11,0,,False,False,,,,,,
310,2,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,uncertainty,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
310,2,uncertainty,4,0,,False,False,,,,,,
310,2,uncertainty,5,0,,False,False,,,,,,
310,2,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,uncertainty,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,2,uncertainty,10,0,,False,False,,,,,,
310,2,uncertainty,11,0,,False,False,,,,,,
310,2,myopic,0,3,a1j0,True,False,a0j0,a0j0,a1j0,a1j0,a2j0,a2j0
310,2,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
310,2,myopic,4,0,,False,False,,,,,,
310,2,myopic,5,0,,False,False,,,,,,
310,2,myopic,6,3,a0j1,True,False,a0j1,a0j1,a0j1,a0j1,a1j1,a1j1
310,2,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
310,2,myopic,10,0,,False,False,,,,,,
310,2,myopic,11,0,,False,False,,,,,,
311,2,edf,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,edf,2,2,a0j0,False,True,a0j0,a0j0,a2j0,a2j0,a0j0,a2j0
311,2,edf,4,0,,False,False,,,,,,
311,2,edf,5,0,,False,False,,,,,,
311,2,edf,6,3,a2j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,edf,8,2,a0j1,False,True,a0j1,a0j1,a1j1,a1j1,a0j1,a1j1
311,2,edf,10,0,,False,False,,,,,,
311,2,edf,11,0,,False,False,,,,,,
311,2,delay,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,delay,2,2,a2j0,False,True,a0j0,a0j0,a2j0,a2j0,a0j0,a2j0
311,2,delay,4,0,,False,False,,,,,,
311,2,delay,5,0,,False,False,,,,,,
311,2,delay,6,3,a2j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,delay,8,2,a1j1,False,True,a0j1,a0j1,a1j1,a1j1,a0j1,a1j1
311,2,delay,10,0,,False,False,,,,,,
311,2,delay,11,0,,False,False,,,,,,
311,2,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,fcfs,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,2,fcfs,4,0,,False,False,,,,,,
311,2,fcfs,5,0,,False,False,,,,,,
311,2,fcfs,6,3,a0j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,fcfs,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
311,2,fcfs,10,0,,False,False,,,,,,
311,2,fcfs,11,0,,False,False,,,,,,
311,2,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,uncertainty,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,2,uncertainty,4,0,,False,False,,,,,,
311,2,uncertainty,5,0,,False,False,,,,,,
311,2,uncertainty,6,3,a0j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,uncertainty,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
311,2,uncertainty,10,0,,False,False,,,,,,
311,2,uncertainty,11,0,,False,False,,,,,,
311,2,myopic,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
311,2,myopic,4,0,,False,False,,,,,,
311,2,myopic,5,0,,False,False,,,,,,
311,2,myopic,6,3,a2j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,myopic,8,2,a1j1,False,True,a0j1,a0j1,a1j1,a1j1,a0j1,a1j1
311,2,myopic,10,0,,False,False,,,,,,
311,2,myopic,11,0,,False,False,,,,,,
311,2,greedy,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,2,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
311,2,greedy,4,0,,False,False,,,,,,
311,2,greedy,5,0,,False,False,,,,,,
311,2,greedy,6,3,a2j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,2,greedy,8,2,a1j1,False,True,a0j1,a0j1,a1j1,a1j1,a0j1,a1j1
311,2,greedy,10,0,,False,False,,,,,,
311,2,greedy,11,0,,False,False,,,,,,
311,1,delay,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,delay,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a0j0,a0j0
311,1,delay,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,1,delay,3,0,,False,False,,,,,,
311,1,delay,4,0,,False,False,,,,,,
311,1,delay,5,0,,False,False,,,,,,
311,1,delay,6,3,a1j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,delay,7,2,a2j1,False,False,a0j1,a0j1,a2j1,a2j1,a2j1,a2j1
311,1,delay,8,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
311,1,delay,9,0,,False,False,,,,,,
311,1,delay,10,0,,False,False,,,,,,
311,1,delay,11,0,,False,False,,,,,,
311,1,fcfs,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,fcfs,1,2,a1j0,True,False,a1j0,a1j0,a2j0,a2j0,a1j0,a1j0
311,1,fcfs,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,1,fcfs,3,0,,False,False,,,,,,
311,1,fcfs,4,0,,False,False,,,,,,
311,1,fcfs,5,0,,False,False,,,,,,
311,1,fcfs,6,3,a0j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,fcfs,7,2,a1j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
311,1,fcfs,8,0,,False,False,,,,,,
311,1,fcfs,9,0,,False,False,,,,,,
311,1,fcfs,10,0,,False,False,,,,,,
311,1,fcfs,11,0,,False,False,,,,,,
311,1,uncertainty,0,3,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,uncertainty,1,2,a1j0,True,False,a1j0,a1j0,a2j0,a2j0,a1j0,a1j0
311,1,uncertainty,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,1,uncertainty,3,0,,False,False,,,,,,
311,1,uncertainty,4,0,,False,False,,,,,,
311,1,uncertainty,5,0,,False,False,,,,,,
311,1,uncertainty,6,3,a0j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,uncertainty,7,2,a1j1,False,False,a1j1,a1j1,a2j1,a2j1,a2j1,a2j1
311,1,uncertainty,8,0,,False,False,,,,,,
311,1,uncertainty,9,0,,False,False,,,,,,
311,1,uncertainty,10,0,,False,False,,,,,,
311,1,uncertainty,11,0,,False,False,,,,,,
311,1,myopic,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,myopic,1,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
311,1,myopic,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
311,1,myopic,3,0,,False,False,,,,,,
311,1,myopic,4,0,,False,False,,,,,,
311,1,myopic,5,0,,False,False,,,,,,
311,1,myopic,6,3,a2j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,myopic,7,2,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
311,1,myopic,8,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
311,1,myopic,9,0,,False,False,,,,,,
311,1,myopic,10,0,,False,False,,,,,,
311,1,myopic,11,0,,False,False,,,,,,
311,1,greedy,0,3,a2j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,greedy,1,2,a1j0,False,False,a0j0,a0j0,a1j0,a1j0,a1j0,a1j0
311,1,greedy,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
311,1,greedy,3,0,,False,False,,,,,,
311,1,greedy,4,0,,False,False,,,,,,
311,1,greedy,5,0,,False,False,,,,,,
311,1,greedy,6,3,a2j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,greedy,7,2,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
311,1,greedy,8,1,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
311,1,greedy,9,0,,False,False,,,,,,
311,1,greedy,10,0,,False,False,,,,,,
311,1,greedy,11,0,,False,False,,,,,,
311,1,edf,0,3,a1j0,True,False,a0j0,a0j0,a2j0,a2j0,a1j0,a1j0
311,1,edf,1,2,a0j0,True,False,a0j0,a0j0,a2j0,a2j0,a0j0,a0j0
311,1,edf,2,1,a2j0,False,False,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
311,1,edf,3,0,,False,False,,,,,,
311,1,edf,4,0,,False,False,,,,,,
311,1,edf,5,0,,False,False,,,,,,
311,1,edf,6,3,a2j1,True,True,a0j1,a0j1,a2j1,a2j1,a2j1,a1j1
311,1,edf,7,2,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
311,1,edf,8,1,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
311,1,edf,9,0,,False,False,,,,,,
311,1,edf,10,0,,False,False,,,,,,
311,1,edf,11,0,,False,False,,,,,,
312,1,fcfs,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,fcfs,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
312,1,fcfs,2,0,,False,False,,,,,,
312,1,fcfs,3,0,,False,False,,,,,,
312,1,fcfs,4,0,,False,False,,,,,,
312,1,fcfs,5,0,,False,False,,,,,,
312,1,fcfs,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
312,1,fcfs,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
312,1,fcfs,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
312,1,fcfs,9,0,,False,False,,,,,,
312,1,fcfs,10,0,,False,False,,,,,,
312,1,fcfs,11,0,,False,False,,,,,,
312,1,uncertainty,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,uncertainty,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
312,1,uncertainty,2,0,,False,False,,,,,,
312,1,uncertainty,3,0,,False,False,,,,,,
312,1,uncertainty,4,0,,False,False,,,,,,
312,1,uncertainty,5,0,,False,False,,,,,,
312,1,uncertainty,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
312,1,uncertainty,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
312,1,uncertainty,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
312,1,uncertainty,9,0,,False,False,,,,,,
312,1,uncertainty,10,0,,False,False,,,,,,
312,1,uncertainty,11,0,,False,False,,,,,,
312,1,myopic,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,myopic,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
312,1,myopic,2,0,,False,False,,,,,,
312,1,myopic,3,0,,False,False,,,,,,
312,1,myopic,4,0,,False,False,,,,,,
312,1,myopic,5,0,,False,False,,,,,,
312,1,myopic,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
312,1,myopic,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
312,1,myopic,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
312,1,myopic,9,0,,False,False,,,,,,
312,1,myopic,10,0,,False,False,,,,,,
312,1,myopic,11,0,,False,False,,,,,,
312,1,greedy,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,greedy,1,2,a1j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
312,1,greedy,2,0,,False,False,,,,,,
312,1,greedy,3,0,,False,False,,,,,,
312,1,greedy,4,0,,False,False,,,,,,
312,1,greedy,5,0,,False,False,,,,,,
312,1,greedy,6,3,a1j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
312,1,greedy,7,2,a0j1,False,False,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
312,1,greedy,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
312,1,greedy,9,0,,False,False,,,,,,
312,1,greedy,10,0,,False,False,,,,,,
312,1,greedy,11,0,,False,False,,,,,,
312,1,edf,0,3,a2j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,edf,1,2,a1j0,False,True,a0j0,a0j0,a0j0,a0j0,a1j0,a0j0
312,1,edf,2,1,a0j0,False,False,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
312,1,edf,3,0,,False,False,,,,,,
312,1,edf,4,0,,False,False,,,,,,
312,1,edf,5,0,,False,False,,,,,,
312,1,edf,6,3,a0j1,True,False,a0j1,a0j1,a1j1,a1j1,a0j1,a0j1
312,1,edf,7,2,a1j1,False,False,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
312,1,edf,8,1,a2j1,False,False,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
312,1,edf,9,0,,False,False,,,,,,
312,1,edf,10,0,,False,False,,,,,,
312,1,edf,11,0,,False,False,,,,,,
312,1,delay,0,3,a0j0,False,True,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
312,1,delay,1,2,a2j0,True,False,a1j0,a1j0,a1j0,a1j0,a2j0,a2j0
312,1,delay,2,1,a1j0,False,False,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
312,1,delay,3,0,,False,False,,,,,,
312,1,delay,4,0,,False,False,,,,,,
